chain,project,symbol,tvlUsd,apyBase,apyReward,apy,rewardTokens,pool,apyPct1D,apyPct7D,apyPct30D,stablecoin,ilRisk,exposure,poolMeta,mu,sigma,count,outlier,underlyingTokens,il7d,apyBase7d,apyMean30d,volumeUsd1d,volumeUsd7d,apyBaseInception,predictedClass,predictedConfidence,binnedConfidence
Fantom,woofi,FTM,394647,3.92442,5.22242,9.14683,0x2Fe5E5D341cFFa606a5d9DA1B6B646a381B0f7ec,ec6d1bf3-aa61-4f31-8569-ab70fdd9cda0,-0.18796,0.45612,-0.20414,false,no,single,SuperchargerV2,10.96732,0.07371,67,false,,,,10.68832,,,,Stable/Up,57.99999999999999,1
BSC,thena,BNBX-USDT,394596,,21.53032,21.53032,0xF4C8E32EaDEC4BFe97E0F595AdD0f4450a863a11,b49d5cf0-6437-4bf8-ac31-f681671cc189,-1.1431,-7.71453,,false,yes,multi,,37.46333,0.46142,24,true,"0x1bdd3cf7f79cfb8edbb955f20ad99211551ba275,0x55d398326f99059ff775485246999027b3197955",-0.34088,,38.59437,,,,Stable/Up,69,2
Ethereum,balancer-v2,D2D-USDC,394377,0,0,0,,3fd730b7-8e54-477a-b811-dc6f770a5e6d,0,,-8.18887,false,yes,multi,,10.66606,0.48043,402,false,"0x43d4a3cd90ddd2f8f4f693170c9c8098163502ad,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48",-0.05858,,3.01315,,,,,,
Fantom,granary-finance,USDC,393750,10.35308,,10.35308,,b60766f1-8002-446d-9994-325a74aa21c0,7.25998,8.10764,7.44449,true,no,single,,2.35946,0.09609,211,false,0x04068da6c83afcfa0e13ba15a6696662335d5b75,,,3.9326,,,,Down,82,3
Avalanche,beefy,USDC-AVAX,393447,,,38.46032,,ad06d4c8-740b-4a0b-a48f-ec9e8e95d22d,5.53982,-474.62822,-1.4859,false,yes,multi,Pangolin,32.47414,0.97515,359,false,,,,43.37178,,,,Down,85,3
Ethereum,uniswap-v2,DREAM-WETH,393247,0,,0,,0ef0312a-a73e-4207-b425-f413cde12fc0,0,0,0,false,yes,multi,,0.43574,0.08829,240,false,"0xb44377b74ef1773639b663d0754cb8410a847d02,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2",,0,0,,,,,,
Arbitrum,zyberswap,ZYB-USDC,393149,19.54936,590.62527,610.17463,0x3B475F6f2f41853706afc9Fa6a6b8C5dF1a2724c,ac20e6d3-4e00-4e31-a74d-1ab5e80a271a,-44.90869,140.72278,-717.51676,false,yes,multi,,785.49207,2.15974,35,true,"0x3b475f6f2f41853706afc9fa6a6b8c5df1a2724c,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8",,22.9925,787.80211,140379.98067,1158906.61333,,Down,95,3
BSC,thena,TAROT-WBNB,392988,,84.00971,84.00971,0xF4C8E32EaDEC4BFe97E0F595AdD0f4450a863a11,04f9fb8b-8bc4-42ec-8ebc-38a1478ef31a,0.75122,13.37554,,false,yes,multi,,96.79134,0.36042,24,true,"0xa8cd6e4bf45724d3ac27f9e31e47ba4e399a7b52,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c",-0.13364,,96.31748,,,,Down,76,2
Ethereum,uniswap-v2,BLX-WETH,392722,0,,0,,7d1faea5-d23c-4a14-ad0a-6587c4694800,0,0,0,false,yes,multi,,0.48766,0.14625,152,false,"0x6182368ff90795c9990fcf3ec8e6ad8a9ec5149c,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2",,0,0,,,,,,
Ethereum,uniswap-v3,FLDX-USDC,392287,0,,0,,ec20acb9-6647-4829-9070-508b29728d60,0,0,0,false,yes,multi,"0.05%, stablePool=false",0.16744,0.04526,356,false,"0x6a30ef92f921836f3743a4a9d27e6cf2c8670b9b,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48",,0,0.41726,,,,,,
Milkomeda C1,blueshift,BLUES,392118,,44.65966,44.65966,0x8c008BBA2Dd56b99f4A6aB276bE3a478cB075F0C,d9a72147-a17c-4c81-96b4-789403cda36f,-0.01033,-4.97961,-9.32158,false,no,single,,67.8462,0.56997,144,true,0x8c008BBA2Dd56b99f4A6aB276bE3a478cB075F0C,,,49.88247,,,,Down,64,2
Ethereum,uniswap-v2,PIXIA-WETH,391647,10.72752,,10.72752,,392cc781-0c4b-494f-8a86-e3720528e0c6,-1.9156,1.04109,-18.26712,false,yes,multi,,46.66514,1.49838,48,true,"0x67675239fa58c84e75f947c14f566842dccb69ae,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2",-0.01401,20.11905,26.67642,38368.98483,505100.35965,,Stable/Up,59,1
Arbitrum,camelot,LYRA-WETH,391425,7.47891,48.76834,56.24725,0x3d9907f9a368ad0a51be60f7da3b97cf940982d8,8a98c0aa-8970-46e5-bf50-32e90aaf3cb0,0.49517,32.75949,22.00833,false,yes,multi,,31.8869,0.45838,35,false,"0x079504b86d38119f859c4194765029f692b7b7aa,0x82af49447d8a07e3bd95bd0d56f35241523fbab1",-0.00407,11.26551,30.23084,26734.53605,282667.03101,,Down,86,3
Polygon,meshswap,BUSD,391325,0.42608,4.96448,5.39056,"0x82362Ec182Db3Cf7829014Bc61E9BE8a2E82868a,0x9c9e5fd8bbc25984b178fdce6117defa39d2db39",088da128-0632-4157-b183-e3f80ac9c954,0,0,0,true,no,single,,5.51778,0.06625,90,false,0x9c9e5fd8bbc25984b178fdce6117defa39d2db39,,,5.39056,,,,Down,72,2
Gnosis,swapr,PNK-WETH,391262,,0,0,0x6cacdb97e3fc8136805a9e7c342d866ab77d0957,f057f7ce-7810-4fd2-8b83-ab101908f728,0,0,0,false,yes,multi,,0,0,284,false,,,,0,,,,,,
Ethereum,arrakis-v1,ETH2X-FLI-WETH,391215,6.58298,,6.58298,,12e78c4e-38f9-4519-b36a-3b95d1318d6c,0,0.50272,0.50272,false,yes,multi,,24.49819,0.72443,255,false,"0xaa6e8127831c9de45ae56bb1b0d4d4da6e5665bd,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2",,,6.13821,,,,Stable/Up,67,2
Arbitrum,sushiswap,CVOL-USDC,390755,0.40862,0,0.40862,,10f3fc9d-f175-4b6e-ab77-6efadc6790d3,0.10318,-0.71612,-1.36074,false,yes,multi,,1.55943,0.13887,149,false,"0x8096ad3107715747361acefe685943bfb427c722,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8",-0.21269,0.56719,0.67117,1458.18653,14207.13425,,Down,50,1
Polygon,meshswap,OKLAY-OUSDT,390755,1.21786,8.06424,9.2821,0x82362Ec182Db3Cf7829014Bc61E9BE8a2E82868a,c1bcc7ec-f1e8-40bf-aaf5-2f972128f629,0,0,0,false,yes,multi,,11.99392,0.20702,234,false,"0x0a02d33031917d836bd7af02f9f7f6c74d67805f,0x957da9ebbcdc97dc4a8c274dd762ec2ab665e15f",,,9.2821,,,,Stable/Up,67,2
Ethereum,uniswap-v2,WETH-VRA,390649,18.80672,,18.80672,,d374152f-b680-4444-aa4c-6c153bef0e16,3.60709,-7.92313,-15.10428,false,yes,multi,,37.58041,1.20358,356,true,"0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xf411903cbc70a74d22900a5de66a2dda66507255",-0.00442,23.28795,35.88362,67094.21616,583166.8424,,Stable/Up,55.00000000000001,1
BSC,apeswap-lending,BNB,390489,37.55254,0,37.55254,,4233e9eb-e651-4cae-9569-17641c4976a6,-24.246,36.51046,36.23218,false,no,single,,3.57518,0.32582,218,false,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,,,5.28458,,,,Down,99,3
Osmosis,osmosis-dex,USDC-CNTO,390399,3.49232,251.1224,254.61472,CNTO,85a709cd-91e3-432c-9a65-ca781d4153bb,-3.90304,-2.83414,-728.86016,false,yes,multi,14day,392.36594,1.77479,31,true,,,6.0177,416.83194,18676.66942,225894.41864,,Down,100,3
Ethereum,loopring,LINK-ETH,390148,,,0,,2be16e9f-e721-410c-8e29-270d3cee4563,-0.17,-0.59,0,false,yes,multi,,1.06031,0.07984,258,false,,,,0.46795,,,,,,
Ethereum,integral,WBTC-WETH,389952,,,0,,bfc28ca7-203b-47d4-bca4-3a29855ea342,0,0,0,false,yes,multi,FIVE,0.30739,0.05147,281,false,,,,0,,,,,,
Ethereum,uniswap-v2,ORD-WETH,389800,1.79645,,1.79645,,4634809a-bb8e-4452-bd50-8073b066eb8f,-12.21182,1.79645,-63.92908,false,yes,multi,,42.51289,2.36385,36,true,"0xbe00734799a67a62af2819825580318ac1b1e4ec,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2",-0.08602,19.24456,73.76837,6395.05734,480867.89407,,Down,56.99999999999999,1
Ethereum,uniswap-v2,WETH-GMEE,389540,4.61904,,4.61904,,117db328-23f1-432b-8a2a-0e6526c29e6f,-8.99853,2.8834,3.27408,false,yes,multi,,6.32223,0.44101,400,false,"0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xd9016a907dc0ecfa3ca425ab20b6b785b42f2373",-0.00323,4.63293,4.12153,16431.94711,115686.57301,,Down,73,2
Ethereum,uniswap-v2,BRL-USDC,389360,0,,0,,ab783068-c169-4225-a99a-1cb5f08450b6,0,0,-1.72868,false,yes,multi,,3.50649,0.33143,120,false,"0x6291d951c5d68f47ed346042e2f86a94c253bec4,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48",,0,0.76327,,,,,,
Ethereum,uniswap-v2,GZLR-WETH,389103,0,,0,,b199b0a2-0f50-47e3-b593-317da51ea56d,0,0,0,false,yes,multi,,0.30211,0.03206,400,false,"0x9f4909cc95fb870bf48c128c1fdbb5f482797632,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2",-0.00034,0,0,,,,,,
Polygon,beefy,USDC-DAI,388920,,,2.83274,,6396b7d3-3f97-4e73-973a-864a8b6a0e3f,0.041,0.29504,-0.4354,true,no,multi,Apeswap,3.5011,0.11075,359,false,,,,2.45453,,,,Stable/Up,72,2
Ethereum,curve,USDT-WBTC-WETH,388835,0.59379,0,0.59379,,9abc391b-1ddf-4afb-bced-43dcc26c3fa6,-1.12246,-1.1259,-0.26773,false,yes,multi,,0.59521,0.04153,359,false,"0xdAC17F958D2ee523a2206206994597C13D831ec7,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2",,,0.52695,,,,Down,57.99999999999999,1
Ethereum,instadapp,USDC,388573,,,0.11361,,b4c86cc2-03e3-4645-8ede-d469076840f6,-0.04513,-0.14188,-5.13053,true,no,single,,4.66258,0.14395,254,false,,,,1.53587,,,,Stable/Up,74,2
Ethereum,sushiswap,WETH-ROOK,388506,0.74723,0,0.74723,,39001e22-c0d0-4cca-b007-5589a81c199a,-0.55337,-0.20548,0.01177,false,yes,multi,,5.31491,0.28374,402,false,"0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xfa5047c9c78b8877af97bdcb85db743fd7313d4a",-0.00023,6.55848,4.28811,2651.16592,163333.65292,,Stable/Up,81,3
Ethereum,uniswap-v2,SHINTAMA-WETH,388182,0.32522,,0.32522,,0be1539c-6839-4c17-8b6f-a2b0600e13ba,-0.1513,0.26036,0.29067,false,yes,multi,,1.18324,0.18004,400,false,"0x7e794ed35788b698ae60cefc98ee48015c4876da,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2",-0.00486,0.20302,0.07942,1152.91862,5051.75318,,Stable/Up,60,1
Ethereum,uniswap-v2,GLCH-WETH,388141,6.06829,,6.06829,,3fed836d-c943-4a1b-b2eb-135a6ab21a80,0.21682,5.18961,3.31223,false,yes,multi,,7.75812,0.42625,356,false,"0x038a68ff68c393373ec894015816e33ad41bd564,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2",-0.0562,5.38956,9.41897,21510.06373,134096.6776,,Down,53,1
Hedera,saucerswap,QNT[HTS]-HBAR,387438,0.87291,14.63724,15.51015,"0.0.731861,0.0.1062664",c66437eb-2e0a-4845-9adf-59d65e78289a,-1.27992,-9.75566,-3.511,false,yes,multi,,26.04136,0.23753,108,false,"0.0.1304757,0.0.1456986",,,20.0751,,,,Stable/Up,65,2
Ethereum,aura,TEMPLE-BB-EULER-USD-BPT,387311,2.53,437.78674,440.31674,"0xba100000625a3754423978a60c9317c58a424e3d,0xc0c293ce456ff0ed870add98a0828dd4d2903dbf",bf9f8872-b71f-4f55-909b-2cb438ee1489,25.32056,435.17915,,false,yes,multi,,50.58223,3.70673,30,true,"0x470ebf5f030ed85fc1ed4c2d36b9dd02e77cf1b7,0x50cf90b954958480b8df7958a9e965752f627124",,,111.0824,,,,Down,98,3
Ethereum,angle,EULERAGEUR,387300,0.11131,,0.11131,,ea045c40-7a8c-4ca1-8be7-76bb464caa17,0,0.11053,0.10572,true,no,single,,0.37532,0.03718,285,false,,,,0.02893,,,,Stable/Up,70,2
Telos,omnidex-lend,STLOS,387186,0.14693,2.46986,2.61679,0xD102cE6A4dB07D247fcc28F366A623Df0938CA9E,a7f2953a-b20f-4553-afdd-8fbef71d34bd,0.00979,-6.66709,,false,no,single,,4.4635,0.09105,26,false,0xB4B01216a5Bc8F1C8A33CD990A1239030E60C905,,,4.60436,,,,Stable/Up,69,2
BSC,apeswap-amm,USDT-BUSD,387176,2.07295,1.22299,3.29594,0x603c7f932ED1fc6575303D8Fb018fDCBb0f39a95,9edda0ae-c820-41dd-aa1d-623601f29d85,-0.00566,1.63915,-3.18582,true,no,multi,,1.85226,0.04434,193,false,"0x55d398326f99059fF775485246999027B3197955,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56",-0.00037,,2.32406,,,,Stable/Up,56.00000000000001,1
Optimism,kyberswap-elastic,USDC-MAI,386926,2.29408,25.26394,27.55801,"0x4200000000000000000000000000000000000042,0xa00e3a3511aac35ca78530c85007afcd31753819",31c5c59a-3fa9-4d7b-acd9-0cededfe688a,-1.11485,-3.10093,7.99102,true,no,multi,0.01%,22.98173,2.34433,120,true,"0x7f5c764cbc14f9669b88837ca1490cca17c31607,0xdfa46478f9e5ea86d57387849598dbfb2e964b02",0,4.87942,25.0628,243188.88075,3630719.91372,,Stable/Up,56.99999999999999,1
Fantom,beefy,FUSDT-DAI,386703,,,15.70929,,99f0cc23-b311-4c8d-a527-bd1c21a602f6,1.06639,-7.63714,-7.57969,true,no,multi,Equalizer,14.88896,0.2625,32,false,,,,14.27987,,,,Stable/Up,72,2
BSC,minto,STAKING,386377,,,21.56305,,e20453c2-30aa-41bc-9d6b-30abf31f1dc4,3.86339,6.83306,-2.74942,false,no,single,,18.0288,0.52412,250,false,,,,23.27081,,,,Down,86,3
Ethereum,uniswap-v2,WETH-HODL💎,385616,0,,0,,66f4afa3-2518-444d-a171-48f3bdbeb554,0,0,0,false,yes,multi,,0.00403,0.00242,356,false,"0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xe2a083397521968eb05585932750634bed4b7d56",,0,0,,,,,,
Osmosis,osmosis-dex,USTC-OSMO,385516,2.26188,0.00001,2.26189,OSMO,237f4a05-5da6-46c8-94e3-055d44468963,-2.33765,-1.01614,-2.46442,false,yes,multi,14day,0.9461,0.16281,281,false,,,5.25977,5.64556,11945.10477,194973.75126,,Down,54,1
Cronos,beefy,ATOM-CRO,384996,,,10.42055,,83d6208a-a073-4852-bae9-4e83fa1a86eb,1.7425,-2.41744,3.73928,false,yes,multi,Vvs,9.53354,0.35376,257,false,,,,5.84538,,,,Down,60,1
Moonbeam,curve,D2O-XCUSDT,384489,0.70889,32.16428,32.87317,0xacc15dc74880c9944775448304b263d191c6077f,22ad2017-cef4-41f8-b66f-ed0c58055d1e,-0.25851,-1.79335,-22.07557,false,yes,multi,,39.24841,0.30614,39,true,"0xc806B0600cbAfA0B197562a9F7e3B9856866E9bF,0xFFFFFFfFea09FB06d082fd1275CD48b191cbCD1d",,,35.7784,,,,Stable/Up,57.99999999999999,1
Ethereum,yearn-finance,CRVSAAVE,384469,,,1.4142,,071a537b-bd6f-4023-9e4b-a77114189fb4,-1.84983,-2.46113,1.4142,false,no,single,,1.19829,0.10587,359,false,,,,1.36004,,,,Stable/Up,52,1
Fantom,reaper-farm,WBTC,384301,,,6.55643,,566998a3-9d35-4e9f-997b-ade2ccfeeb46,0,2.68522,-708.9577,false,no,single,,92.09195,4.97357,34,true,0x321162Cd933E2Be498Cd2267a90534A804051b11,,,161.97719,,,,Stable/Up,64,2
Optimism,dforce,WBTC,383832,0,0,0,0x431ad2ff6a9c365805ebad47ee021148d6f7dbe0,53cd39ef-f5d0-43b0-8453-7003ac6a6f59,0,0,0,false,no,single,,0.00442,0.00143,157,false,0x68f180fcCe6836688e9084f035309E29Bf0A2095,,,0.00008,,,,,,
Solana,raydium,JJJJC-USDT,383633,0,,0,,c293e238-72cc-4628-87b9-fee8f54e0bd6,0,0,0,false,yes,multi,,0.12846,0.02756,215,false,,,,0.25072,,,,,,
Ethereum,aura,QETH-WETH-QETH-BPT,382882,0,42.99282,42.99282,"0xba100000625a3754423978a60c9317c58a424e3d,0xc0c293ce456ff0ed870add98a0828dd4d2903dbf",f5c32ca0-455c-44f3-b019-07bfef0b8d3c,-0.29858,9.2299,14.74931,false,yes,multi,,24.15743,0.51801,62,false,"0x93ef1ea305d11a9b2a3ebb9bb4fcc34695292e7d,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xc9c5ff67bb2fae526ae2467c359609d6bcb4c532",,,34.58641,,,,Down,90,3
Ethereum,yearn-finance,CRVRETHWSTETH,382560,,,0,,50e96f60-771d-4d98-9d93-2be703299142,0,0,0,false,no,single,,0.00583,0.0054,316,false,,,,0,,,,,,
Ethereum,exactly,WSTETH,382484,0,,0,,ec17ece9-bcc4-408c-9a90-bc3eddbb2be0,,0,0,false,no,single,2023-03-16,0,0,29,false,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,,,0,,,,,,
Arbitrum,sushiswap,WETH-HWT,382456,1.27747,0,1.27747,,0ee0db1c-dce1-433f-b169-e3149c0b7e3b,-3.41249,0.82024,-0.89705,false,yes,multi,,11.98687,1.12962,89,false,"0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0xbcc9c1763d54427bdf5efb6e9eb9494e5a1fbabf",-0.8368,2.36628,2.52498,4461.86837,58012.68247,,Stable/Up,78,3
BSC,autofarm,WBNB-BELT(PCSV2),382423,,,0.00366,,633682d2-24f5-4b1e-bf50-2c6a61fa93ea,-0.19855,-0.03964,-12.33235,false,yes,multi,Belt,18.47948,0.38201,200,false,0xF3Bc6FC080ffCC30d93dF48BFA2aA14b869554bb,,,2.99905,,,,Stable/Up,88,3
Ethereum,uniswap-v2,BIGSB-USDT,382151,0,,0,,713f5c06-e6b6-4a7b-a264-1b5371df8749,0,0,0,false,yes,multi,,0.29633,0.03477,356,false,"0x131157c6760f78f7ddf877c0019eba175ba4b6f6,0xdac17f958d2ee523a2206206994597c13d831ec7",-0.00747,0,0,,,,,,
Avalanche,vesper,AVAX,381901,0.89,0,0.89,,458b5b60-9282-4e01-881b-8480adc972ee,-0.08,-1.06,-3.88,false,no,single,Aggressive,14.451,0.72835,313,false,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,,0.85,4.20269,,,,Stable/Up,70,2
Ethereum,uniswap-v3,LUSD-WETH,381885,0,,0,,c1100b5d-a2b8-4af4-9d3c-8e707210f4b0,0,0,,false,yes,multi,0.3%,0,0,73,false,"0x5f98805a4e8be255a32880fdec7f6728c6568ba0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2",-1.77986,0,0,,,,,,
Ethereum,frax,FPI-FRAX,381837,0,,0,,e2578a08-e521-4560-a207-202cc6e940af,0,0,0,true,no,multi,,0.00537,0.00061,210,false,"0x5Ca135cB8527d76e932f34B5145575F9d8cbE08E,0x853d955aCEf822Db058eb8505911ED77F175b99e",,,0,,,,,,
BSC,biswap,WBNB-XVS,381147,2.14167,11.30884,13.45052,0x965f527d9159dce6288a2219db51fc6eef120dd1,b43d68d1-0d82-40e1-8ad2-3348204815b0,-0.08997,-0.01024,-0.2869,false,yes,multi,,16.54813,0.16513,231,false,"0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0xcF6BB5389c92Bdda8a3747Ddb454cB7a64626C63",-0.06008,,13.58934,,,,Down,51,1
Ethereum,uniswap-v2,WETH-EXPO,380903,0,,0,,172f2408-3c4c-4f8e-998c-f7337a64326b,0,0,0,false,yes,multi,,1.61202,0.18666,386,false,"0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xcfaf8edcea94ebaa080dc4983c3f9be5701d6613",-0.66662,0.15289,4.76115,,3733.07558,,,,
Ethereum,uniswap-v2,DAO-WETH,380636,6.90863,,6.90863,,4425f280-7e61-48f4-a04c-721e4eeed415,-19.59073,-6.86353,-6.80031,false,yes,multi,,13.25821,0.62423,386,false,"0x0f51bb10119727a7e5ea3538074fb341f56b09ad,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2",-0.36243,17.88677,24.90309,24015.2655,436432.33994,,Stable/Up,56.00000000000001,1
Solana,raydium,ATLAS-USDC,379922,12.76,,12.76,,a5e1fd5a-d058-4221-a7e3-05c1227821ff,-71,5.2,0.48,false,yes,multi,,11.78357,0.5175,215,false,,,,17.82939,,,,Down,85,3
Ethereum,uniswap-v3,YFI-WETH,379917,7.44743,,7.44743,,a26df5ed-59d4-4202-9c78-79c64e8a2717,0.98107,0.49205,,false,yes,multi,1%,9.64134,1.13392,203,false,"0x0bc529c00c6401aef6d220be8c6ea1667f6ad93e,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2",-0.00004,64.69119,51.11874,7751.79419,141404.58329,,Down,65,2
Polygon,0vix,GDAI,379652,2.37813,,2.37813,,a5e128f1-0bea-4043-a4e9-b8f9de3b9e91,0.09104,1.05283,,true,no,single,,1.9285,0.02553,28,false,,,,1.92312,,,,Stable/Up,51,1
Polygon,uniswap-v3,USDC-CHAMP,379347,3.09656,,3.09656,,8313f4fd-899c-434f-b482-d220da56dfe5,-2.05493,-1.39597,-258.72683,false,yes,multi,1%,19.90976,1.69842,236,true,"0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0xed755dba6ec1eb520076cec051a582a6d81a8253",-0.07739,11.65925,22.76949,3218.27544,48604.73038,,Stable/Up,54,1
Ethereum,balancer-v2,MKR-WETH,379252,0.42684,,0.42684,,c0a29e27-6de6-4ba5-904a-e45f324906d8,-1.82136,,-0.69734,false,yes,multi,,1.98799,0.19992,402,false,"0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2",-0.45607,,2.8709,,,,Stable/Up,75,2
Ethereum,uniswap-v3,HIFI-USDC,379090,7.63309,,7.63309,,462e6d8d-8b87-48d0-837f-6dd94d26de32,-4.95201,0.63068,-45.01885,false,yes,multi,1%,50.83532,2.47257,65,true,"0x4b9278b94a1112cad404048903b8d343a810b07e,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48",-1.16875,43.51467,44.07636,7927.74261,161235.47894,,Down,73,2
Ethereum,premia,LINK,379050,6.34877,0.36,6.70877,0x6399C842dD2bE3dE30BF99Bc7D1bBF6Fa3650E70,0e538a86-b51f-41f1-b541-b7598c53ee01,-0.08,0.25267,-0.49696,false,yes,single,LINK/DAI - CALL,6.82233,0.02137,108,false,0x514910771af9ca656af840dff83e8264ecf986ca,,,6.54505,,,6.34877,Down,83,3
Ethereum,uniswap-v3,WBTC-USDC,378935,4.68471,,4.68471,,1529a452-3563-44fa-95f2-08a01baa55ee,0.86876,-6.22617,-7.35829,false,yes,multi,1%,9.95394,1.10687,297,false,"0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48",-4.92253,16.90984,9.4625,4863.56267,56929.12355,,Down,72,2
Ethereum,uniswap-v3,MOONEY-WETH,378791,7.38648,,7.38648,,1373820d-20f9-480b-8030-56576348eae8,-17.33241,1.81559,-3.06027,false,yes,multi,1%,62.2891,1.92357,400,true,"0x20d4db1946859e2adb0e5acc2eac58047ad41395,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2",-23.58289,94.73021,25.56661,7665.5561,211829.12982,,Stable/Up,52,1
Defichain,defichain-dex,GOVT-DUSD,378478,1.69822,8.88541,10.58363,DFI,cc2979b0-76f3-4d58-82a9-7f2189fbdf66,2.00832,-5.057,-9.83561,false,yes,multi,,20.56842,0.37447,258,false,,,,16.85478,,,,Stable/Up,56.99999999999999,1
Avalanche,yield-yak-aggregator,USDT,378468,4.04,,4.04,,11979961-012e-4fcb-a934-eb6241f0c1d1,-0.57,-1.28,-0.48,true,no,single,benqi,4.53954,0.07368,232,false,0x9702230A8Ea53601f5cD2dc00fDBc13d4dF4A8c7,,,4.16393,,,,Down,53,1
Avalanche,iron-bank,WAVAX,378318,2.8161,,2.8161,,380feb90-9258-463b-84ef-c1dd4db27238,-0.0019,1.5255,-3.2203,false,no,single,,8.20292,0.18543,250,false,0xB31f66AA3C1e785363F0875A1B74E27b85FD66c7,,,5.53325,,,,Stable/Up,73,2
Polygon,meshswap,MESH-USDC,378309,0.7074,17.2907,17.9981,0x82362Ec182Db3Cf7829014Bc61E9BE8a2E82868a,23182b77-9ee7-41c7-828d-48381fe03c01,0,0,0,false,yes,multi,,27.14842,0.65886,234,false,"0x82362ec182db3cf7829014bc61e9be8a2e82868a,0x2791bca1f2de4661ed88a30c99a7a9449aa84174",-0.00005,,17.9981,,,,Stable/Up,80,3
Carbon,demex,USD-SWTH,378174,,,14.35379,swth,161f810c-48ea-4a2b-aa50-524713c1e6f8,-0.07075,-0.40519,,false,yes,multi,,15.07854,0.03363,21,false,"cgt/1,swth",,,15.08045,,,,Down,65,2
Arbitrum,uniswap-v3,WSTETH-WETH,378157,5.17755,,5.17755,,b0d6e314-24d6-40ee-a320-16dd3db80ffd,-6.81697,,,false,no,multi,0.05%,4.03168,0.23258,43,false,"0x5979d7b546e38e414f7e9822514be443a4800529,0x82af49447d8a07e3bd95bd0d56f35241523fbab1",-0.00044,4.99603,16.41947,107283.72968,726647.47276,,Down,72,2
Polygon,balancer-v2,APE-TEL,377978,0.15875,,0.15875,,2173cf4c-a0a6-45a1-b48e-6049adfddca9,-0.70711,,-2.77187,false,yes,multi,,1.04323,0.04777,196,false,"0xb7b31a6bc18e48888545ce79e83e06003be70930,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32",-0.01859,,1.03526,,,,Stable/Up,89,3
Ethereum,uniswap-v2,DBNB-WETH,377265,2.52089,,2.52089,,cd22694a-4a52-4aaa-b470-9fefdc29e7d2,0.78446,-3.63747,0.3446,false,yes,multi,,4.9022,0.60232,226,false,"0x833850be8858722cfc5e5e75f2fe6275e055d888,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2",-0.41136,3.29545,9.85329,8685.30296,79695.81613,,Down,60,1
Arbitrum,uniswap-v3,RDNT-USDC,377102,127.57917,,127.57917,,855992a4-fec9-4cab-a333-1b73358ff189,86.84265,32.45823,-400.54731,false,yes,multi,1%,137.92297,3.8769,56,true,"0x0c4681e6c0235179ec3d4f4fc4df3d14fdd96017,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8",-28.44496,39.24178,119.82088,131809.2449,284579.99534,,Down,51,1
Ethereum,unicrypt,KISHIMOTO,377059,,,12.42,0xAE36155a55F04a696b8362777620027882B31dB5,c1f70785-88fd-4259-a36d-c912cdaeeb74,0,-0.08,-0.08,false,no,single,,17.69341,0.28931,135,false,0xAE36155a55F04a696b8362777620027882B31dB5,,,12.49226,,,,Stable/Up,57.99999999999999,1
